9895 29698
7204 4535 278
1324 3874 896
9167 6356 -480
8587 4871 550
1713 9236 -868
3636 5708 -411
4538 5249 -570
6365 2180 -714
4758 4435 -738
3609 8586 -110
1161 4793 844
3515 4313 348
3839 7280 144
8854 8798 804
992 1299 -330
3623 7676 826
725 4909 45
3918 2593 -70
3563 1988 -991
3635 6228 845
7082 3934 503
2322 1087 405
1406 6395 811
8424 5851 528
8941 552 713
48 8807 927
615 211 856
1071 3283 -168
3938 234 -182
9484 5081 964
3675 6857 -20
3354 335 -535
9386 1900 512
8881 4880 -581
4665 4263 -818
2925 1642 -829
1132 7358 175
3311 4073 610
5318 3582 -702
9892 4653 -224
2162 6479 -846
7313 3824 -652
8045 7379 572
5558 4349 632
8091 2045 -753
6096 8929 -743
1670 3291 24
4561 3874 326
6067 1333 -961
8477 4949 783
1199 40 -984
8927 5573 -794
6863 7605 271
5124 702 551
2190 8533 -710
9276 7498 335
7643 380 539
1040 8672 -201
9048 3994 -34
3457 6106 -635
9040 5662 -471
1223 312 161
800 6899 230
6710 6864 -266
5709 5538 -201
4723 7774 892
3029 4903 792
229 1730 -950
5663 7521 -276
9646 5954 -77
6432 8560 -195
4923 8165 -279
9756 9422 283
4587 1195 732
934 553 -59
9288 6883 -291
8007 1236 -379
7658 6509 854
851 5176 -154
2331 7709 -313
4157 7971 875
284 6834 -882
5441 9150 574
4585 8766 -884
5408 6806 676
9644 4729 212
5885 5861 -990
6744 911 -40
8899 6637 370
5119 4401 -189
2526 3609 -327
697 3416 245
6818 1042 -163
9254 3068 181
2592 9030 -525
9160 3184 -333
4129 8301 372
5167 8319 -762
7878 5943 940
4815 3322 318
5092 5747 -75
5466 4249 295
6122 4919 -824
5118 6168 -618
8595 7219 615
3815 6250 -86
7250 8658 -566
6900 9735 -919
2628 9710 -473
2430 9284 -138
5686 9283 345
8951 7031 -315
6419 9884 -522
2115 2058 273
1993 2477 803
2201 2057 490
5301 379 -737
9122 3467 -811
5280 4984 -819
8324 3143 -190
8141 3312 -517
3371 7809 -895
4626 3166 -152
6970 997 -829
4867 8415 834
5574 9522 417
2644 4514 -271
5087 9184 531
3229 8099 -56
3291 6984 762
3333 2207 177
7094 5741 -756
3498 2636 664
5456 6511 -538
7618 2294 336
5676 3861 136
8303 2121 -504
3736 6548 385
6773 7033 878
896 4463 786
9876 8990 59
5412 8337 136
459 1920 -286
2316 3258 602
326 800 381
7508 7433 -677
524 6797 776
6272 7612 -365
7948 3849 288
89 9030 326
7186 5387 429
3741 5670 -195
3499 4495 201
4593 1114 -394
3180 740 849
7618 9596 940
779 1155 242
3725 3618 -163
49 8436 -876
1099 8292 -876
6416 3076 67
5602 4786 -784
6792 5077 -684
6474 2172 567
2492 6078 612
5912 592 -36
9702 1613 221
915 6983 220
2635 1982 -717
5872 3202 568
216 80 -26
4585 6481 -159
807 2983 398
7443 9731 -284
5962 6439 272
1324 1282 -600
9476 1878 -340
4434 2025 690
6220 8683 -168
8075 3302 646
2111 9814 150
7344 6008 -717
7710 8212 -255
6076 2916 338
5922 9135 340
7623 5824 79
2317 7479 -596
9095 3271 -247
7536 9223 938
5649 461 -369
4043 3770 618
738 4070 497
1624 9790 -112
2396 6165 -484
589 8097 852
8706 6755 716
4089 9859 -190
2066 2534 444
6550 5515 -819
2658 3877 394
7331 5673 210
1724 8633 -427
6462 5140 -648
3760 9071 -695
6216 798 334
4319 8125 502
2888 1329 790
7488 9700 -945
7522 2631 -813
2816 323 644
8369 3068 131
6502 2409 714
9456 7236 -108
3543 1630 838
5203 8968 93
460 3737 -824
582 7045 -963
983 9832 -325
6665 6086 189
4812 4089 272
3827 357 705
9772 2797 -176
9230 6311 216
1554 9741 -853
7471 943 -189
4269 1981 -889
9380 2840 352
8167 425 35
7571 7700 -1000
2117 6338 -163
1643 6088 -763
84 1069 -391
2573 3006 973
4489 7475 -915
7676 4360 404
8170 3069 239
2932 3229 164
1537 1998 -201
2628 5411 471
3212 5367 -436
6237 5985 38
3639 4538 230
2898 1485 602
9047 2672 -974
3574 5280 67
2898 5094 312
7523 9215 852
3035 8094 -893
5547 7554 747
7272 8262 298
779 7948 966
7964 654 -401
6078 7777 -456
800 1311 898
5402 8366 -276
6256 1528 975
3895 8349 -61
4443 7526 436
2564 9162 -565
6661 5318 -451
2279 6747 862
6233 6474 456
5937 7845 88
7922 4620 908
4658 5463 -943
4649 8378 -476
7771 8129 -214
5252 7075 -534
6426 4300 -893
1426 4708 726
7337 9833 -225
7308 9177 847
8658 114 -23
5880 1173 883
4913 8313 -614
1303 7788 822
3036 1351 430
7638 4486 36
7639 2862 -340
5839 4308 721
6490 6055 -396
9294 3667 490
2391 371 753
7004 6680 944
5179 5469 -233
4287 6262 346
6422 7216 -714
4384 1513 208
8923 5002 595
6064 8895 304
2114 4165 999
5967 4704 228
2217 5606 90
8169 4437 -399
2874 305 561
6899 2334 -174
6862 3885 -353
7931 3265 713
8605 1356 894
3714 4825 549
3142 8440 647
3511 9743 405
1917 3777 -141
6046 6473 459
5349 7355 -931
7776 5896 474
3083 6370 -752
1124 1632 370
724 6007 665
5164 9389 599
3488 9765 985
7162 5848 386
3314 3493 417
8412 2601 -106
9401 556 281
5391 1111 63
7668 5631 -990
7471 2630 918
9548 1648 -311
2425 6076 -916
182 2716 89
1296 5167 935
3567 6824 198
8714 4062 204
8338 2263 -584
8105 2807 562
7852 7370 860
3789 797 206
1823 4802 -944
6555 6944 -106
1357 7590 -723
127 1080 -777
7040 4163 209
1868 9731 -478
7417 4584 -871
6642 2824 -383
9260 5419 -3
2727 8107 631
7640 3697 265
2954 3897 17
3164 3782 740
3320 4493 681
6987 3568 757
9059 4349 -689
6464 214 757
1973 9663 307
789 362 204
4703 6696 403
181 5138 -18
8021 1358 95
8053 6548 697
2005 8543 -750
2852 9391 -337
2155 9840 626
921 9452 -182
1132 1361 -482
1303 6421 -711
4196 6761 -640
5192 4229 -116
4218 9490 828
9777 8230 -468
4146 5332 -994
8434 886 -426
4594 405 834
3557 2242 -400
535 6704 956
9445 6169 817
4141 3424 461
1754 5039 451
692 4227 -220
9633 2332 -209
5033 4726 986
8580 2382 803
7486 8455 -510
5944 2295 -957
6808 3880 661
1488 8340 546
5872 3414 397
3230 8683 15
8998 4598 -507
428 8301 213
7322 8894 861
6104 4573 -294
9722 2521 -367
6724 7438 292
4508 7141 -366
5239 6916 -32
335 6316 -283
4216 4930 58
5340 3574 697
6889 4443 -734
8792 8432 -132
8446 3543 -103
3881 9835 976
5833 1324 207
7269 7403 -755
6511 3228 -840
5121 3928 -754
4513 2189 527
5604 1429 15
9530 5888 -104
3347 2963 -344
9615 4326 466
9493 6350 960
1770 6687 -141
4058 2540 -407
8139 7431 202
9186 326 137
9312 8487 -554
9585 2636 843
3984 792 837
3001 3788 821
3508 4662 52
3254 3000 -752
7484 264 -205
1633 4717 2
6225 4795 -882
5986 8386 739
405 1523 1
530 9719 -26
7730 2857 -926
9291 4392 -347
515 561 64
3387 5597 510
6454 2008 490
6968 8816 253
8274 3999 713
9266 9131 399
4408 9177 943
7191 6975 -145
2392 4354 45
7393 149 869
5775 5909 -149
2856 6090 -265
2898 3030 -165
9062 2250 -196
3877 7441 -145
5381 2174 649
81 1839 75
8359 2385 246
9416 489 691
9695 9659 -17
2844 5555 612
7775 8457 883
6851 4967 -342
8950 4639 -775
8522 8259 -657
8730 7205 -405
3857 63 835
2103 1395 -553
7065 2880 -720
4082 2543 249
644 9316 751
8112 5249 957
983 1631 365
9515 7224 -237
6794 456 -580
8398 5559 883
2737 4859 -13
661 1179 513
2996 1789 -215
5282 9149 -19
2899 2806 739
2201 8720 -686
3334 6271 -100
9735 6123 115
873 9073 -804
9211 9239 -289
7485 5131 307
9423 1177 -978
2365 477 -405
3146 1330 424
7979 4636 521
1742 5054 871
2505 6355 350
8206 2491 352
4756 8430 -382
4220 4846 -648
3318 9332 -902
6282 4948 -485
7381 801 308
1549 2839 -790
8961 3585 -773
9800 9699 -110
3848 8372 582
3955 1086 -58
4143 3044 239
8649 6636 274
6079 3835 558
2060 2861 362
9447 6397 631
8206 2240 -84
262 3160 -411
3005 7327 109
3270 5453 728
4306 9010 -799
2354 6435 19
9053 8020 423
9882 3525 118
649 7594 -383
3732 6052 371
3140 7760 -384
3688 3684 -37
3778 2538 -473
402 2561 -226
8588 6960 653
8823 9510 -294
8082 113 -69
2892 2580 -259
3623 7116 -147
4951 8682 -695
9121 9281 655
2161 2973 120
2991 269 -512
2519 4456 -474
3536 7056 -650
9669 2027 977
6148 7024 549
1702 5741 843
619 3927 330
9485 258 34
1332 7070 -12
1848 3118 -746
9133 9444 -632
6021 2036 -382
1597 423 699
3469 4001 265
1141 1657 -627
498 6104 -599
1515 3011 -742
5150 1599 -494
6143 3644 -155
138 9832 906
4199 9655 -651
2852 7545 -570
8454 5475 670
2038 4766 112
6155 8333 -59
5865 6013 -704
3301 7624 570
558 2086 941
3722 1270 986
7488 6075 385
6815 5531 720
792 4135 -54
5365 1504 -635
9707 8543 -211
4331 2619 474
1604 3410 -658
8718 4279 -458
6956 9817 179
898 6682 496
8456 596 27
9019 7019 796
7862 8884 -586
6306 7134 -354
8755 5975 835
6794 5028 -609
2712 6070 755
2810 1870 730
7393 8313 -411
7462 4152 -485
7708 7693 177
7788 5110 -837
2256 3677 833
6585 8993 -739
241 6140 -665
3063 322 449
3388 6242 -511
9378 7149 600
7326 4264 -146
5693 2322 873
4330 8660 -175
2256 3045 966
2797 8482 170
5473 4906 -197
9893 3729 -71
1107 2543 798
5426 1696 -105
8268 9112 296
500 2972 597
8279 4466 480
7160 3330 912
2092 269 679
5952 2539 439
2027 3820 -713
1661 5270 649
5235 9426 571
2889 7811 211
9117 9794 -567
3535 9872 -628
6538 9354 314
4004 5198 -410
1685 9816 986
4306 858 675
2997 822 -723
7519 9540 -151
5141 4861 785
768 9526 -48
3614 5023 264
4093 6332 443
8474 8437 -878
5350 8811 -582
4309 6137 28
7933 3690 386
9074 9868 -205
6274 5123 242
3908 5227 594
946 8401 943
2587 2192 137
778 4793 262
1935 2796 -461
7110 6269 -670
5240 5174 514
3494 2026 -462
1784 6577 888
6916 9879 -391
6960 7241 254
1998 5942 178
3464 6448 -560
508 3532 -245
5473 1056 104
5431 7536 592
1828 8529 347
5763 1861 -728
7083 9276 -222
3689 8757 445
8959 2866 90
3208 8597 212
5226 7462 465
9110 5208 142
4104 6881 477
1573 563 273
8152 5450 126
2405 5008 410
3888 5820 -489
4186 7895 -887
3970 1242 483
74 984 -759
7881 4792 361
3722 4513 583
8218 7891 -519
6126 4755 84
7102 5211 -198
7482 8642 739
7254 4164 774
4325 2726 -430
4652 41 -200
7240 5085 367
5090 8699 -658
6733 965 616
7463 8729 -505
66 8757 -829
7055 5478 287
2509 1899 262
4082 7139 176
1755 6320 789
6910 657 889
1894 5054 881
3514 6958 -523
9059 728 552
5828 7124 870
5196 6315 225
18 7304 171
3825 551 527
9758 9490 -73
8162 607 -26
2661 4474 -56
5581 3643 685
5407 1436 -798
7259 7232 -727
6897 2263 531
7598 1857 -183
4816 4958 775
562 4644 -919
7295 977 615
4427 3865 420
9688 4263 -63
834 3495 -543
503 2327 505
1700 7662 -489
2966 5888 -568
8999 3860 718
4909 8976 439
4640 2108 356
9534 7118 -947
6039 8070 295
5522 8620 611
6768 9512 851
7887 6101 -228
7293 4935 -929
5347 7082 85
3144 2708 -664
8644 6913 894
6430 6624 -810
5488 6730 -401
3532 9625 199
2025 4710 810
6814 2828 908
8727 6804 -786
7880 1348 -536
4619 2798 -384
9097 2438 -438
8500 162 809
9434 9561 -425
2667 4191 530
4566 6020 622
6834 9604 859
8670 5275 -591
697 5196 482
3173 2192 -817
7715 8920 -321
7664 4886 948
9539 7501 -186
5937 9640 556
8496 8365 368
4471 8833 -781
5754 7261 222
5450 6391 777
6167 9381 528
6400 7463 -387
5783 8004 583
1258 5387 -454
3169 3725 -242
9710 424 -964
5433 4951 -98
2228 4529 783
3115 5392 1000
2962 7427 -125
1640 7371 -996
971 3358 786
6951 2736 -270
5791 5176 -935
8857 8361 182
5499 8479 -712
3046 2084 147
4045 231 82
653 9672 380
9715 8301 -182
1645 3952 -717
9200 3647 -636
3785 1826 -343
9607 1010 990
4336 1193 -959
6444 8819 -992
6004 6431 690
5324 5907 -498
1848 2347 374
4842 499 354
7122 4065 78
7786 5222 -792
6217 4281 -909
6722 1018 653
8742 5785 463
5193 3309 658
3811 8791 534
7483 1897 -748
7293 6545 465
4143 3541 -1000
1203 2105 299
8801 108 -256
9777 2800 510
449 4746 235
9527 6410 7
498 8243 -746
2680 6880 670
5531 5177 -174
1966 1727 -183
6222 8113 986
8835 3950 97
3961 7270 -46
2409 8917 736
4663 4022 538
3005 9631 -552
7088 6999 -625
3584 3027 2
2643 3707 77
5191 907 114
4415 327 879
2216 9021 153
5505 3491 -649
3187 420 109
55 1898 -525
3142 2844 -327
9078 521 -757
782 3786 -865
7884 2433 -130
1493 647 -443
5207 7338 344
8207 6386 -454
772 5349 -639
5841 6201 745
9844 1890 -455
7305 6873 -93
4953 6931 -713
4404 9402 -46
9164 385 -760
4236 2312 -648
9603 996 173
1789 9629 -963
9278 8981 -329
2821 5808 -922
4396 4047 769
5567 507 -427
1663 1307 884
3529 2209 -284
781 8213 673
7719 8938 -695
7592 5632 97
5865 1486 303
9521 3116 375
5139 3904 -520
6028 7619 707
6069 3058 918
2923 7837 -241
9501 7590 691
3201 3464 -504
2170 6445 908
1586 8836 82
7648 1349 668
8800 1037 981
6271 1627 -783
5642 6885 -913
2320 6513 -310
5906 4975 -727
9751 6191 688
4464 7872 439
1991 1336 230
8787 1808 257
9151 6497 -394
4526 9115 375
4115 38 -993
8750 8503 516
1831 7986 827
786 725 962
983 1679 -512
9394 3394 -369
8276 246 534
134 8384 -857
2315 589 -865
2625 657 -849
4624 7614 -632
6163 5084 -761
1875 5461 221
838 8203 -70
3150 3665 1
9171 1193 -948
1922 143 364
4665 6916 61
41 3673 32
9601 2416 -97
3317 1974 -284
5373 695 -754
8354 700 -732
5332 3331 569
4616 9677 952
5744 5909 333
9186 3925 810
546 909 819
4102 8241 220
153 5771 138
5407 232 -786
5656 8191 254
9026 6925 -84
8540 4810 364
6876 7809 -278
2565 752 -211
2567 850 169
9147 1240 622
8278 2872 228
8198 7904 227
1832 4366 -272
7798 8970 310
8486 1909 -687
7243 2334 -692
2925 7945 212
8911 5615 465
4020 9145 -916
5333 3408 -376
8781 461 203
8601 9791 -339
3055 6321 943
5470 7323 725
6134 2484 292
5504 4638 -541
5232 5266 523
34 9665 -306
2593 1621 -388
2737 9556 773
8768 8474 -881
2809 8916 -682
4395 6173 -264
1626 5372 -437
7919 7058 -513
9830 2683 915
9760 3508 -227
9456 6053 -937
9520 7268 -199
2014 7629 558
2280 6965 871
4150 6443 648
6737 2602 -410
6102 3284 180
8830 6710 -730
1213 279 -579
1091 7480 -292
336 8336 912
3708 6613 421
1811 3819 -304
5182 3641 -419
7939 7364 -437
8121 3794 -894
9544 5363 61
981 6843 -761
2783 5205 -618
8949 4605 -738
3850 3883 276
787 9300 -258
8990 8406 354
730 3167 539
4644 287 119
1043 9787 9
9781 7093 -917
6401 7544 -83
3498 9043 228
6900 5782 -794
7380 9390 935
8361 8584 717
9064 9174 -815
8676 2846 546
409 1199 830
3326 888 -123
9822 2513 -935
7528 3223 948
458 5157 914
9755 6966 208
1332 4150 -393
7286 3048 -740
1480 4270 516
2277 2347 364
1370 1982 273
5992 9732 775
8119 3758 635
4860 6556 670
9692 5660 -638
6098 9167 -751
4043 8632 -794
877 1528 -261
2008 8074 400
8066 4253 421
8638 2348 -856
6805 1076 -994
910 8280 136
7972 7992 -337
3793 6677 326
4645 6106 -231
2208 2888 -188
7562 2877 -182
9394 5009 -639
4346 3994 -433
1801 3343 -369
9206 2694 794
8538 7756 -339
641 9143 76
2210 1946 946
4881 4873 -919
2559 4965 -480
8858 5725 118
5081 5377 471
2721 8545 233
1432 6980 -883
6479 8441 958
3781 3824 935
6014 9022 808
4711 7171 512
4579 1131 -965
4810 91 347
4369 8744 -871
3707 9120 831
3118 5200 867
7786 7850 818
5960 1794 819
1177 7885 -908
8761 8456 277
7090 2175 -851
5721 5158 -256
380 643 164
7381 1760 -321
1864 4089 -483
1739 1816 145
8440 2646 380
20 8185 -480
287 217 -732
8997 5636 655
8079 6010 -566
963 7178 -851
2633 7591 -721
4346 6938 264
4057 6471 316
6879 611 756
3556 7093 911
6335 9851 683
3803 5468 310
3756 7577 -876
4158 3147 -569
5988 8151 -954
233 3065 -357
7536 3096 647
5306 2282 -864
1220 8402 231
8730 9013 743
5451 3819 437
2343 8514 -133
2597 8691 884
1510 8256 -484
355 3179 566
2196 4457 -15
4792 4292 929
5695 6935 -122
8042 7212 258
3257 5150 -75
5453 2714 531
4253 8430 -114
1762 3255 402
884 3384 -93
2087 3653 429
1081 5449 -169
4790 3553 -37
2940 6137 -132
1765 2197 -681
3327 6686 750
1848 9009 -720
6907 5004 -360
6749 871 109
6568 3325 628
7431 4291 -14
2178 6764 70
3127 3497 815
3230 4354 -807
5252 2922 880
7708 5264 -52
4163 9451 650
7648 5879 267
6094 5591 -296
6029 2390 -681
4652 2337 468
6666 7172 473
3283 763 -254
9367 3558 -675
985 544 222
1832 278 984
1329 4418 -101
358 5686 291
6975 3321 36
9242 3700 77
2449 8699 -404
3578 9492 -813
8115 3734 -785
1063 2872 -430
7004 4079 565
5353 3961 332
5716 3164 363
6308 7098 -884
8734 4115 189
9235 3791 377
3729 8216 -429
1364 800 299
1732 2219 840
5798 176 -414
3604 7566 108
3006 6851 -787
27 4053 -273
3992 8488 69
3739 3854 -385
9881 6548 794
6897 4276 -395
9752 1687 -667
9351 9110 325
6552 7586 775
2764 5774 -781
7552 4177 -289
7436 9310 191
85 1403 782
7741 5158 100
2352 48 -10
458 6076 -546
5274 8994 -802
8743 49 -234
5919 1288 607
2590 9759 -74
1436 2150 -42
7150 8094 498
3621 8776 333
4380 7658 -527
1391 413 -709
4195 6641 -68
8942 6052 -557
9386 5923 76
9092 7990 10
219 1579 -819
7044 9385 -335
8803 5088 427
4679 1217 594
9244 1431 -87
1763 9052 577
5999 1226 -514
7707 4079 -154
6026 4625 -993
6177 2717 888
7230 9407 -507
5703 4815 855
1959 1351 -252
802 5158 -882
7253 6625 -725
8787 7551 -648
1496 2537 468
1628 7579 -295
7518 4986 100
6211 207 67
4768 8755 833
133 9258 -558
6631 2372 -745
2818 2506 503
3961 3732 893
1387 8161 -986
344 8884 460
6808 1470 623
6894 145 764
5843 618 -480
4391 7165 -697
171 2871 510
428 4135 7
9123 4087 956
2563 8536 728
3964 7948 312
1963 8979 151
9418 6962 -391
4406 8751 53
9082 2009 -639
1264 9425 762
1849 7136 350
2029 194 783
3451 9477 749
5782 6141 423
7922 8 -815
8599 1116 194
1028 43 -98
96 3734 385
90 6585 -473
1475 9506 147
3408 7911 750
5486 5887 774
8330 2134 411
7141 9131 -78
1125 7669 470
9083 5259 -885
8259 1711 -569
6908 2948 836
1201 8778 -54
2790 8481 23
7829 7890 -689
1148 7974 -665
9101 6536 -54
7939 7596 970
7163 6598 -522
4053 950 -595
7941 1125 -772
8225 8573 658
6546 2525 216
1349 1052 66
4779 5317 461
1906 6929 757
322 36 -677
242 9236 457
6919 8840 945
6603 4519 758
6389 8185 17
9036 5157 -862
1829 9232 916
5960 7356 843
2239 8223 903
8300 53 137
6614 6089 -156
7376 6825 -800
6928 8055 152
5854 3109 18
585 6816 -153
7222 1553 -88
1246 9789 385
4372 5690 438
7497 6082 663
6665 68 -75
7734 205 -181
3271 2396 -352
6370 967 -833
3427 8793 -383
5826 2873 -510
9535 8765 -692
5554 8200 183
3681 4166 -373
3348 2035 501
8734 626 192
9314 6523 -49
1983 1504 966
6229 8902 480
2714 6043 -170
4540 2074 20
9208 2156 -563
3023 8416 -15
5997 598 946
9805 2969 555
3609 6205 80
930 7773 -10
4614 4230 338
6646 1866 729
5319 631 445
8716 6050 662
5373 2901 -632
5756 7537 980
2527 4668 -809
671 1171 467
3533 9342 704
4570 100 566
4655 3884 84
8278 5889 714
3046 5899 59
835 6708 733
9238 6950 -140
3321 8679 -210
9186 957 -901
8251 2485 598
8300 8231 536
3300 9258 487
2100 1688 -150
5587 9699 -628
2922 130 -873
5785 7719 977
6260 3957 -546
6824 6137 205
3082 1641 386
9672 2943 199
5784 3234 942
3661 1689 419
3132 9148 -988
7955 5261 121
5141 9248 -445
7119 7878 -238
5271 5380 -398
1736 1220 712
409 8885 -825
453 4717 520
3094 6424 998
2115 370 -216
2766 9885 -602
5389 6061 990
9771 6386 -265
6576 435 513
1247 8094 -632
910 9318 691
6392 389 -78
4100 8301 188
7846 2497 500
2651 1145 650
721 2727 -472
3051 4133 890
7220 6798 -730
3673 3577 -723
3452 7768 429
9435 6210 831
3039 335 -30
9826 3492 -599
2330 5052 -388
2886 2810 572
1117 472 -554
5201 8110 736
1652 2617 -571
161 4562 -986
157 176 -182
2030 1165 -392
3312 4979 874
1664 9774 -522
7161 8261 989
9372 7109 -761
9711 4958 967
5615 6796 778
6891 7860 -725
1418 6037 -127
6446 5762 -979
3883 8717 -240
1237 2056 314
4173 1683 839
4506 4303 -501
2773 9616 798
8393 7365 871
1672 8407 808
9282 9884 -115
8377 9418 964
6271 3330 -340
6591 8752 -590
8389 6711 551
668 7241 -828
6775 3592 737
4211 1172 -120
6293 8637 278
2771 9046 -954
1689 4596 -367
821 3686 821
4961 8402 969
5583 6643 -514
5838 128 -539
9155 5275 914
9159 8130 -194
708 1826 27
7992 9576 27
6814 8869 -443
2016 1403 -776
1011 8203 -824
7296 5036 -562
682 7235 554
6206 5451 455
8102 3388 275
1735 5127 -990
2106 4491 876
4324 4673 -934
5917 253 603
9862 5457 -373
9569 701 403
2584 8039 -810
1632 2997 -118
2419 7812 941
8956 8668 -191
4003 7668 -8
4333 9831 975
1795 7634 370
8050 7145 847
5914 631 -109
5641 3293 536
7822 3665 613
7752 1668 54
993 8228 -479
2364 2895 -941
1248 3540 542
8280 7356 221
7293 7325 -885
8403 4219 939
5494 4752 855
5948 9277 805
613 5636 -159
1874 1836 104
3807 550 428
8222 6182 -104
3115 3759 -651
4531 4263 586
9429 1502 -66
1047 1184 312
767 9746 63
6225 3381 161
9826 6302 917
2249 1125 -796
32 3699 978
5837 2302 146
7832 3485 192
2855 2185 757
1253 2233 -294
173 7693 431
604 981 -599
706 1487 -133
4609 6706 932
7324 4511 -892
2710 1872 393
9131 6196 -533
2547 6604 -234
4842 1507 10
8938 4468 -759
3610 2156 370
6945 6048 39
952 2904 313
9777 302 -299
1497 296 -742
245 7617 855
513 9687 58
6957 9840 4
4803 2756 -436
3636 2488 239
6642 5211 785
4177 3537 653
5358 333 -978
6761 7607 -396
4911 4303 807
4841 481 -115
4148 4277 648
5582 8452 753
471 1856 -682
1151 2648 -828
1112 8979 132
6812 4480 -624
1035 6327 286
2834 1203 654
9774 6798 -878
7331 6202 973
4985 7709 616
3613 3615 -61
3285 745 828
2007 6814 861
219 5654 562
5448 5180 718
8249 388 -79
4368 716 -573
1078 5694 -506
6688 476 -286
8970 2129 -803
1123 6022 900
562 5583 39
8611 5058 828
2194 3930 -425
2841 4497 -664
8406 4117 686
4627 9254 -228
5564 7446 -687
6549 2144 875
6938 5429 -93
7179 868 -50
490 3336 495
6142 6032 -209
6454 7667 -661
2040 6899 948
9417 5346 644
8944 6189 557
5299 6960 -26
6606 2020 712
6736 7976 331
4901 2404 123
4191 1985 -768
3820 8779 956
1165 4682 635
8684 6792 965
7681 9448 162
3101 5628 965
3013 1275 -475
7558 2197 104
9281 1308 587
8718 4981 -815
690 7001 -9
1483 6556 172
3350 4398 423
6631 989 -920
2160 2054 339
1307 3556 -40
9790 6428 -465
2832 1660 -103
2681 8654 602
5543 5097 151
1606 6370 -738
4642 7463 -830
3594 9448 402
5615 3898 -875
2885 7039 261
9449 8515 662
8417 9595 927
7103 8025 876
7373 2498 255
3194 922 -144
3399 1864 770
826 9480 265
6952 1208 181
966 8733 -28
8967 2976 796
7408 5376 732
8959 3503 937
3814 3917 834
6312 877 -197
1577 8908 591
7884 7246 956
1187 5625 443
6004 3973 979
468 1686 -752
6236 7834 375
5632 3070 -167
3413 4577 294
2584 6962 -672
4223 7035 -51
8436 8683 -199
2392 565 712
4616 1942 -657
6394 6600 -299
317 6484 931
1799 9786 -379
6098 1049 -617
7669 9238 -337
3110 6151 202
1391 8595 -435
7694 5111 -721
2329 9648 727
6164 6460 -139
3627 4224 -442
1731 4087 521
2321 8522 -433
5513 4182 178
1038 9314 -572
3101 7229 -669
8336 6518 -445
159 6067 697
2252 3713 379
3072 9505 -949
1108 367 -421
2673 2091 395
1379 7731 232
9775 5815 -198
1112 8416 -323
2829 853 94
6978 6771 418
4921 8028 565
2943 7079 60
6900 8434 -489
6637 9522 -816
1984 5899 169
5072 8902 217
9165 1176 392
5464 5903 -572
453 5218 204
8092 6193 33
5874 8478 308
8229 7095 230
8885 2706 179
1946 3374 -451
4132 9523 153
1011 349 575
4989 7204 -392
8265 1228 -921
4145 8395 430
1244 5675 -130
5488 1027 -11
893 5681 -912
5262 6985 -870
8915 131 500
6245 5590 12
2069 626 -306
173 7430 912
374 2508 -496
2260 5335 -35
9866 28 416
4128 5900 741
7434 4992 321
7170 3131 -301
9172 4983 71
3617 6186 -399
267 8695 -974
3236 9463 889
2187 7622 -692
1402 1606 671
6712 6239 -318
1401 3005 654
3022 6134 -583
673 5367 -358
2967 7670 359
7184 563 -13
6267 8960 879
4686 8109 -357
1239 6979 785
5803 9704 676
6861 7198 -889
8856 2155 639
8368 5986 136
3482 8518 -905
3163 432 182
3622 2074 524
8958 2276 -556
1095 3584 -828
8018 7738 837
2301 5857 -999
525 9114 -250
7551 7149 -594
7456 745 -257
7151 4531 401
96 510 -572
4377 8767 -206
6864 9816 171
5818 2429 120
3309 6323 657
1838 684 713
2774 9319 588
5070 6297 -588
6532 9669 309
4329 6800 -34
7376 5597 -789
9251 4814 792
1367 9516 -7
4731 2318 -873
1320 4422 -226
5291 2665 203
6920 6561 -149
3348 6325 675
751 6658 -628
7383 4046 420
4755 2189 923
7013 9257 -504
4699 9745 447
1047 4631 -757
9170 6136 76
464 6963 -113
4330 8544 -970
7514 3751 957
1910 6862 822
6417 4356 -110
5281 4184 -783
3049 8607 785
3963 3524 -159
146 8763 -101
2658 383 200
5075 3232 537
5811 6806 198
5280 9682 -651
4018 4667 286
9146 9426 -549
6540 5171 625
3831 4856 -231
5971 1908 -63
3365 6863 -251
3828 411 -52
3473 1771 15
8143 9342 -69
6036 2928 -385
3723 2284 -274
6285 5075 826
1693 7489 -97
7708 7132 376
8265 6259 -989
9414 3069 661
876 4926 -423
6310 2697 -826
3555 9694 -59
7259 2261 -103
6292 8002 706
20 1650 -362
4184 3804 -662
9428 1206 -135
9557 2794 289
4260 3985 -768
3151 7359 183
1633 6039 951
8095 6986 -527
7298 7588 185
2587 90 -285
5883 9754 922
6608 4311 -759
4622 2325 488
2848 3804 -73
3247 68 -372
6781 5859 -454
2693 5476 442
7129 8401 -562
8665 6508 865
9276 5346 -312
3137 7092 -19
4281 8264 588
3383 9200 6
4250 8400 106
7029 9252 172
170 1238 775
2827 8351 -189
1823 5287 300
1300 3433 395
7185 5248 292
2130 9391 467
1751 6420 7
8159 3148 686
1676 1844 543
6324 6687 273
8532 3565 -904
6168 5246 44
6924 7668 856
4984 3657 -364
6668 8850 -922
8716 5495 360
9352 9691 365
8745 6566 741
4417 7277 -627
4494 6827 -297
6543 7528 -831
3215 3682 -922
4310 1789 819
659 1425 581
8719 1142 -739
3688 4998 -521
5041 556 -143
6691 7316 -939
6350 1680 -577
153 2874 317
2495 7131 945
