20
908 828
922 950 992
334 862 989
603 362 -414
725 800 -179
90 671 -506
986 783 459
739 277 -839
592 923 335
350 406 600
313 874 -326
466 97 -983
759 535 -539
979 56 882
875 806 -353
429 971 391
349 179 -874
368 358 -988
317 230 -1000
455 589 273
375 760 48
243 114 977
438 100 694
505 727 741
97 228 763
110 574 882
576 340 -297
977 444 698
584 199 -347
489 906 793
882 336 546
959 629 -583
257 15 -66
762 461 -834
691 689 -430
349 81 444
448 103 -617
79 441 -580
383 336 817
111 49 880
551 967 -975
952 985 -899
813 556 329
910 537 424
584 917 -845
921 92 -977
516 667 242
367 536 -305
725 896 -372
360 98 798
811 231 -421
558 74 -526
248 353 -29
322 342 -577
165 140 -290
252 739 -740
967 441 -467
657 570 901
630 97 505
898 31 498
795 364 494
684 673 -371
101 103 804
739 122 -225
224 951 210
202 60 -278
765 851 -22
158 942 691
899 113 480
271 403 -560
674 886 -70
785 239 267
26 354 -22
658 344 -827
124 582 711
212 732 -533
96 42 -814
655 624 -645
869 790 -271
653 670 249
329 625 613
912 894 937
857 241 -501
612 387 -504
817 926 -55
131 179 933
45 824 591
621 373 -485
397 908 -64
222 489 554
614 242 735
373 518 -157
246 883 -91
3 826 -2
296 687 -348
773 600 -254
531 227 994
984 366 283
384 660 -327
191 814 -883
550 608 311
383 732 45
340 336 284
751 38 22
755 797 335
172 681 479
955 593 885
975 125 334
826 284 -887
711 235 313
82 468 776
124 142 -101
831 569 186
87 329 -936
513 934 638
906 321 255
33 398 -348
903 830 -235
824 226 708
344 790 38
1 975 859
846 664 78
391 560 213
228 588 487
811 796 -891
494 41 -225
730 684 650
858 872 887
867 143 172
591 445 388
551 809 -786
488 838 -93
941 440 -789
457 300 26
656 357 -505
588 735 -453
419 835 141
365 64 -185
326 828 -35
252 976 -291
375 783 -228
186 360 153
768 729 -14
428 348 902
854 603 480
985 830 -770
589 198 584
770 324 -996
209 619 -340
112 96 749
971 280 -399
409 546 552
194 814 -832
682 236 943
149 495 458
458 722 -729
442 619 -745
122 85 522
77 964 276
777 869 -410
121 313 -461
795 938 -828
609 747 551
729 539 -882
511 789 -405
531 905 140
490 3 -988
665 599 740
405 590 320
883 267 362
951 984 602
467 671 -53
528 260 694
178 767 324
530 498 432
260 484 -808
508 832 654
278 703 -66
58 116 169
149 974 -985
150 790 166
45 875 -281
324 175 -872
737 251 -367
392 190 526
806 469 767
99 204 825
484 861 -920
67 130 -516
106 421 -323
510 104 42
959 7 283
268 780 -50
313 819 -64
387 798 -578
524 46 -401
635 408 -347
213 334 164
592 460 -848
170 917 -982
645 70 541
261 296 -507
908 969 349
192 7 -807
622 78 151
451 549 512
896 528 -911
590 332 -679
17 610 -557
144 757 764
891 75 966
794 571 -958
104 732 414
171 870 -355
60 610 -196
425 217 -490
958 764 959
503 162 743
392 556 -372
157 919 -750
371 540 -170
634 534 32
106 1 642
966 461 -867
109 920 -316
739 289 -537
701 865 504
683 494 762
794 928 -979
769 133 -142
294 192 463
443 624 -675
165 436 304
859 400 829
753 977 -279
557 60 -665
210 503 -492
663 704 -186
925 959 878
635 822 -954
920 560 -512
586 209 43
488 717 -969
534 743 -732
333 388 -707
50 507 416
566 93 -326
632 337 -365
223 976 780
737 476 -119
16 551 979
120 369 -757
886 351 795
812 765 837
524 266 -716
764 148 -892
168 9 352
37 763 -778
639 973 -637
39 779 -162
901 675 -86
303 679 518
155 215 -989
950 882 -38
61 957 714
822 101 220
784 736 -917
254 517 -100
885 72 303
96 358 290
844 249 -7
582 255 720
625 595 -724
836 112 -295
424 140 298
829 217 241
653 617 308
956 492 582
169 43 708
333 288 632
859 8 29
658 550 -228
53 77 -576
965 900 -697
540 671 771
679 526 -248
835 303 -766
531 43 -284
7 584 -579
684 258 -528
99 506 886
893 337 110
949 241 308
857 215 -341
186 191 -277
528 144 77
833 886 -325
957 784 523
427 648 584
240 307 280
281 681 -768
719 240 -139
298 877 -356
544 498 -540
346 394 32
238 586 -168
461 814 198
695 971 744
435 241 682
743 499 351
202 44 464
623 204 33
54 796 582
675 480 698
193 652 -240
79 321 656
296 164 341
487 746 957
808 510 -54
450 391 438
618 306 198
636 755 -467
411 792 -680
226 504 -951
635 594 -863
981 971 -2
375 88 99
97 582 514
748 392 687
276 10 263
970 863 53
692 234 -743
979 44 -370
66 157 555
192 752 359
177 968 364
631 19 -535
966 474 -603
354 862 400
636 81 945
536 670 591
7 651 439
958 577 -923
737 103 -155
779 863 -320
825 850 -583
69 782 128
748 627 -38
362 942 -707
871 143 -490
850 749 -93
568 971 -555
419 78 -234
545 323 334
341 516 482
95 674 -391
548 128 -899
471 136 1
91 186 -145
738 561 -884
395 453 400
132 801 694
883 716 -843
179 857 80
596 284 73
432 809 -241
133 105 -501
321 393 -660
526 728 92
630 346 454
170 851 -668
970 818 692
957 650 600
662 472 -734
456 597 754
903 480 -909
289 29 -728
648 634 -995
737 506 -567
731 964 -693
374 44 944
666 574 909
912 788 890
496 95 878
501 67 668
610 206 393
264 497 56
839 744 257
225 232 176
28 129 -350
962 560 -370
247 427 -131
129 299 208
109 405 -205
740 810 -755
89 855 749
545 787 91
923 903 -169
256 16 -954
56 185 816
207 149 -16
178 75 15
834 811 -484
31 491 18
24 862 -534
44 725 -378
173 170 904
949 92 297
646 592 -509
424 80 -151
246 287 -229
239 812 462
183 566 -953
282 441 548
404 355 -284
552 493 -382
910 411 621
754 3 493
482 338 -429
651 243 -883
376 538 -564
670 656 -909
596 166 -402
40 853 78
935 154 231
984 332 909
529 434 529
695 25 -445
423 905 -780
535 852 173
838 627 868
719 497 -414
21 294 -673
540 106 1
560 754 320
967 335 475
778 717 859
346 429 677
677 70 61
19 831 -225
847 804 -71
945 209 -434
891 83 -153
808 199 -686
667 272 450
27 309 880
752 177 947
852 625 -990
453 349 580
762 519 516
929 974 459
171 672 -938
105 694 200
939 809 531
727 667 -964
761 240 -493
947 706 -262
453 975 -488
563 682 -607
117 985 -729
614 103 556
316 700 954
159 966 -326
840 135 -416
368 723 359
227 930 43
409 836 701
583 445 525
574 599 964
358 77 -151
530 906 -881
576 647 -899
470 481 -853
882 866 442
341 466 -901
196 794 -624
406 725 -630
776 29 -959
789 172 872
675 65 214
447 633 684
169 184 927
703 243 -97
57 806 -180
823 501 140
862 498 329
874 884 650
799 906 -454
628 124 197
291 595 -703
557 394 -952
441 684 647
603 101 202
782 877 -722
241 279 -545
24 762 -302
571 544 -847
778 558 -192
812 154 582
809 524 -529
355 165 905
675 755 -183
262 210 -628
891 707 -929
987 44 -416
761 220 -294
632 287 -16
18 494 -525
376 490 730
880 561 -919
405 893 845
625 231 473
821 374 553
507 625 -720
671 845 66
698 485 -402
421 588 -736
678 146 214
816 573 946
547 869 -297
157 839 572
755 232 808
476 783 556
415 532 915
302 748 108
51 693 -324
104 146 -645
589 465 910
234 181 829
345 151 -141
281 219 791
254 96 358
52 770 -213
268 194 -274
111 745 -717
244 910 -547
79 714 350
184 476 60
396 471 -314
262 370 548
37 155 643
120 975 17
653 901 -913
483 302 -105
882 164 -647
177 944 676
794 39 304
48 404 -269
884 41 -273
420 422 -884
653 11 -495
618 110 706
38 222 832
118 311 -302
791 290 -154
425 500 185
862 758 917
246 396 865
599 295 -84
719 645 -158
255 217 255
911 462 -313
752 144 -923
902 958 -166
903 696 -477
581 196 108
604 722 -98
551 706 -860
14 69 151
395 266 -247
106 714 342
61 246 -196
396 883 736
582 962 -277
962 857 -297
342 159 475
263 715 -173
934 939 37
410 38 -689
822 150 613
496 592 -395
848 441 -975
399 496 225
465 893 -504
942 805 -894
738 403 71
827 298 171
655 321 -189
59 375 435
45 978 393
587 898 515
122 108 730
205 77 353
609 127 792
431 954 14
951 381 520
651 655 939
711 604 -989
678 477 46
191 431 -748
514 825 795
773 119 -851
579 13 -436
66 898 -345
213 462 -716
987 506 824
54 1 395
104 775 110
66 210 -858
483 802 -698
812 213 195
64 368 469
748 260 400
689 41 -963
796 717 -189
504 744 989
402 13 -391
146 726 66
218 924 -88
494 551 -355
902 504 527
460 260 -963
363 168 81
410 799 512
323 300 -141
234 960 307
732 520 -717
751 911 974
85 980 947
35 103 945
119 68 951
353 269 -24
340 531 -668
549 253 681
893 731 246
848 168 -429
764 510 827
913 912 75
323 470 -407
641 879 862
478 326 -795
4 641 -690
618 205 670
198 627 292
497 532 -890
696 984 348
575 308 781
484 636 -925
866 352 936
379 199 -305
678 890 -358
760 514 882
51 882 280
154 185 358
486 812 23
534 781 831
298 377 190
503 78 -964
309 662 37
873 794 804
196 610 822
658 824 -225
735 273 -676
793 622 -255
94 612 28
759 339 33
553 13 110
873 895 -723
845 783 -497
813 126 -809
328 408 175
800 353 332
268 857 -545
67 209 957
604 728 876
965 181 4
322 785 116
355 720 -712
93 196 985
829 51 -615
756 828 -157
250 691 -115
341 632 910
897 311 55
516 652 -620
75 237 197
585 56 -345
901 483 158
781 918 -31
725 851 61
764 569 -551
576 987 792
600 33 88
409 81 850
56 233 -420
27 873 -524
981 824 -82
784 164 76
23 8 762
883 624 -731
393 949 166
234 151 -306
163 810 657
703 191 76
921 867 -453
122 448 -953
325 294 -823
118 883 -586
339 29 -262
460 303 -118
908 699 -773
245 284 568
152 880 -955
958 252 -877
35 653 -841
691 256 419
207 616 438
957 279 774
287 480 188
644 925 -532
293 985 534
410 555 -130
78 973 -740
144 605 452
314 46 -190
513 875 300
911 497 -171
682 254 -833
320 198 941
797 471 -221
565 465 55
230 490 991
622 564 -494
159 264 -126
745 768 -495
303 334 475
830 416 437
632 68 742
733 89 -990
715 61 991
296 909 801
936 81 -86
106 428 -712
266 483 859
987 255 -109
271 957 -102
644 63 -96
433 99 679
88 665 223
25 627 35
73 742 -777
54 656 -384
149 1 -748
538 610 -200
89 884 974
701 687 -517
63 941 890
504 63 -354
103 529 -603
246 469 -254
113 733 -618
986 968 -212
672 641 181
10 60 -405
489 154 689
798 324 -302
958 335 891
649 27 -273
333 663 728
163 441 -79
640 188 734
186 912 -943
420 950 410
671 331 -803
75 439 378
508 586 192
487 229 718
369 140 -100
487 983 -506
295 487 -684
345 168 -141
342 557 -511
169 85 603
420 935 54
600 39 266
383 603 622
166 351 -386
433 691 600
669 486 345
302 949 906
555 840 323
364 601 453
457 244 126
591 570 -239
397 45 -79
167 878 -615
962 545 -489
431 50 998
91 361 768
302 757 696
157 749 670
664 873 589
221 84 819
289 391 -164
386 322 -923
430 290 -253
99 71 102
370 435 584
336 762 -224
359 8 -709
923 809 -876
440 5 675
61 800 506
838 95 232
832 598 -930
138 458 257
926 495 -403
258 10 -40
563 6 -141
962 196 -608
144 650 262
105 651 -741
823 392 -553
269 36 336
556 204 -884
671 556 222
160 533 256
563 811 413
688 740 944
931 233 551
460 601 -445
596 727 -632
57 308 351
944 650 398
954 15 -1
258 606 -58
334 281 -646
560 168 -840
963 670 -128
652 590 482
88 213 -843
110 196 -566
271 524 170
830 105 643
359 544 994
634 928 -759
349 128 976
503 9 -370
381 57 657
612 21 -139
534 424 509
983 459 67
410 244 -727
191 593 684
280 714 116
463 114 -94
792 770 -797
401 724 -165
191 72 880
645 922 -284
227 875 971
979 130 587
21 426 923
300 383 -120
673 653 202
689 91 -71
931 715 -44
252 17 741
215 538 881
665 432 -505
316 202 678
333 55 -387
359 272 -429
433 830 -526
369 583 -786
773 745 975
854 258 -569
386 456 658
538 669 191
946 612 -726
395 635 -882
949 341 466
62 359 -61
444 969 30
481 637 881
624 517 135
177 347 -61
835 136 -405
375 561 -847
966 852 -685
482 187 -409
857 257 -171
255 894 417
794 525 616
675 747 -322
57 747 -359
478 404 449
950 396 -250
928 778 27
965 156 -997
601 854 -121
262 731 -732
880 56 -97
34 10 -372
345 448 -985
681 690 737
663 279 266
527 363 -871
572 124 -686
360 320 -275
924 823 996
936 24 114
494 309 300
135 741 767
434 371 -813
106 362 -179
96 190 -264
804 635 650
919 18 553
432 573 650
162 581 -529
363 205 -448
974 484 -540
115 578 -879
687 519 -121
800 70 -344
723 45 -69
717 522 -77
633 528 -976
379 984 -749
422 40 377
935 688 503
20 660 610
84 346 -273
925 655 543
362 928 -862
377 669 -648
950 226 27
637 123 -534
553 33 425
381 357 -853
174 515 119
953 611 193
874 54 -342
623 220 393
465 545 -314
811 553 258
216 264 -313
126 981 -231
983 225 -554
533 754 425
937 417 -326
330 244 443
983 324 834
950 88 993
271 656 106
439 366 395
607 631 -200
647 774 -366
323 818 -99
273 921 -123
899 27 946
887 837
291 509 -740
304 542 -480
126 229 377
788 23 -70
201 127 63
444 146 676
507 239 -875
630 294 469
806 232 125
342 740 558
490 696 -324
181 513 -819
727 570 -951
710 99 -495
51 173 -149
117 228 -20
814 837 677
92 257 -200
26 6 402
853 334 -121
834 272 378
71 387 -802
244 574 195
874 479 631
150 619 -668
350 283 421
183 695 848
495 409 -524
179 162 -783
260 653 82
838 93 54
395 747 174
408 168 -388
52 290 933
388 499 497
26 401 984
644 822 -700
45 500 843
766 28 -190
227 368 48
530 197 -655
96 197 390
90 678 833
341 215 -966
71 93 444
325 737 -885
344 789 850
386 883 750
551 684 281
858 696 -227
6 563 -140
575 351 -922
249 163 505
302 233 -447
778 876 -773
631 854 -541
215 372 -990
428 670 364
144 444 -26
132 524 605
846 185 44
288 215 870
346 50 248
759 395 -697
410 840 554
728 212 -698
284 156 -253
800 585 -70
832 89 728
160 692 -181
727 88 473
547 784 580
151 519 802
752 560 843
756 871 459
317 172 -952
177 440 -253
719 396 619
474 433 -94
832 824 4
332 413 -222
455 672 652
167 629 683
551 409 640
275 710 -754
99 583 -445
707 688 360
839 209 -359
809 179 497
240 679 -985
455 178 -892
115 853 747
758 427 340
290 291 743
237 543 237
319 531 -912
553 388 -651
866 35 -863
333 496 -306
627 779 -509
838 340 -376
595 87 790
807 817 950
432 803 977
397 125 -733
722 672 361
849 624 859
222 398 522
16 867 126
690 172 -189
453 479 839
276 195 -102
525 489 198
490 742 201
236 835 -221
556 226 -138
233 297 -645
114 747 -867
568 790 -699
291 597 -323
526 51 540
142 173 -115
205 146 -3
74 489 488
870 58 622
650 338 -232
399 269 245
588 845 -811
307 555 -736
110 505 -432
799 558 -409
514 569 893
57 252 -420
541 855 334
193 454 -433
114 592 234
214 302 786
866 228 -394
332 554 -776
771 385 107
470 394 534
542 566 -755
796 489 -415
700 659 514
597 561 -33
882 706 -134
320 134 610
819 552 -619
426 867 65
203 710 850
829 887 870
587 186 -822
27 245 941
611 223 -63
733 221 493
362 103 -221
639 32 542
514 744 -285
70 704 -654
856 562 147
171 416 -318
66 550 -333
105 19 659
239 531 394
83 523 31
595 517 307
179 436 591
352 572 -109
580 540 781
356 389 732
738 717 -576
788 2 412
302 251 -760
153 814 -622
631 130 -817
560 869 77
53 756 406
740 34 814
637 196 120
57 350 -224
327 65 762
827 438 38
501 208 -903
343 792 -430
690 433 -493
841 785 -573
221 567 -89
110 393 -549
48 384 172
732 409 486
80 719 63
849 534 -400
322 866 -590
450 876 -498
296 520 668
847 178 732
748 779 966
572 714 41
128 776 617
166 274 -733
4 843 663
293 332 397
212 375 -4
495 785 975
719 492 764
510 416 -198
767 337 -127
423 574 -197
160 792 538
826 283 -890
215 667 484
560 653 121
20 850 795
226 591 -525
479 880 -862
436 140 -742
783 778 -326
226 873 237
632 592 543
820 695 -623
823 158 297
96 346 -438
366 546 -344
355 335 372
515 844 -705
252 774 797
205 754 -377
138 779 -756
5 812 493
231 176 -110
523 706 313
104 166 573
432 708 -33
588 645 -879
442 105 306
787 276 172
641 867 372
301 786 -900
30 310 -457
190 254 754
284 692 647
414 572 -374
639 86 -105
873 796 995
272 635 -63
575 222 -235
410 28 20
41 485 590
191 887 -490
465 773 -837
772 567 -371
388 511 -137
244 795 586
36 717 -838
594 684 555
517 849 -556
565 758 -549
154 365 -571
233 595 -711
743 402 -71
841 478 543
91 32 880
737 443 352
477 847 -158
161 265 737
97 292 -169
694 634 432
340 524 -523
273 155 927
111 466 -895
828 140 858
745 309 -231
775 834 916
156 118 -159
504 641 -317
727 457 -27
203 65 -914
728 826 -747
171 411 290
50 358 700
425 62 -543
777 659 -508
346 525 611
283 642 938
651 27 184
215 225 -886
526 97 274
583 371 -263
679 379 757
212 522 684
732 654 -773
43 449 486
51 346 -174
106 776 400
378 541 -582
424 283 -963
499 710 981
737 7 950
393 425 961
363 846 825
543 619 -768
871 766 768
479 164 -311
687 407 950
780 307 -816
347 214 210
861 84 -999
61 214 -951
576 406 85
781 383 -183
782 369 192
827 493 769
772 269 -200
149 225 547
792 790 663
646 4 804
447 499 290
428 7 -732
374 733 58
716 309 107
879 670 773
378 621 -985
340 668 983
871 463 -794
122 818 -337
14 421 -881
187 578 733
132 680 893
93 196 242
353 110 -734
645 673 72
113 202 -348
474 334 997
360 22 180
289 679 -677
551 431 486
55 405 -87
84 861 365
879 20 922
336 525 46
659 622 700
850 519 689
310 20 746
390 484 33
14 2 675
470 260 917
215 250 -286
668 18 -348
304 680 -897
392 595 663
48 355 310
199 68 187
100 71 -408
727 307 -980
243 343 -616
603 545 -562
571 617 592
120 691 705
2 686 665
223 655 -967
679 661 -710
314 193 676
544 329 364
856 763 331
397 465 -772
505 813 133
854 212 322
685 215 426
361 597 -735
84 341 267
230 665 -523
55 878 615
340 269 -44
465 164 935
415 729 307
74 251 753
25 388 -654
586 491 -495
797 347 -972
345 571 -170
615 658 767
321 551 -317
520 476 564
477 274 868
383 100 884
163 811 432
429 641 594
617 829 862
277 154 -906
326 829 94
182 186 -872
112 318 -786
647 88 -122
115 39 -516
842 246 879
163 396 -24
454 835 212
835 494 381
60 345 -996
776 676 -514
35 311 -159
455 629 -18
73 299 -553
779 98 -953
238 4 192
342 842 963
34 597 73
561 73 379
707 366 -794
324 537 -712
422 146 -276
114 169 -780
448 72 -49
162 568 50
171 716 783
668 10 -64
696 160 -618
148 874 898
841 295 -683
468 281 -955
838 738 240
70 168 -625
860 542 -89
52 143 866
93 840 -796
282 241 -123
747 285 770
530 247 -208
581 607 538
226 45 681
180 635 551
729 588 -674
690 419 603
351 887 191
178 286 458
202 549 -514
606 560 -48
437 344 -195
394 343 -947
140 806 -222
310 428 -654
584 383 530
832 669 -697
695 664 414
24 348 -966
650 443 -687
848 536 294
106 98 -669
818 535 -860
410 159 501
386 457 60
656 301 156
777 341 410
186 165 -698
811 646 789
333 733 499
384 335 431
391 226 862
300 418 970
748 149 -524
326 316 630
91 805 -179
658 727 -719
373 698 542
767 629 -779
172 379 -586
571 321 419
325 425 113
120 400 44
510 568 248
567 848 -889
878 301 -416
319 752 343
675 625 926
844 686 599
357 753 689
511 69 909
878 341 -313
754 683 -679
714 86 735
802 357 566
754 547 -443
702 643 -47
344 552 449
78 566 643
535 701 461
50 78 762
828 717 -735
134 529 -112
349 813 126
426 617 -422
783 651 63
403 418 459
556 178 973
636 128 508
491 577 338
112 815 517
35 315 803
12 398 720
457 282 592
329 563 157
698 663 -256
660 219 416
50 604 -491
97 65 -917
487 392 747
582 824 844
788 819 -686
260 272 -488
508 511 544
299 387 400
351 83 -469
877 250 188
52 859 -589
757 501 754
857 99 -101
187 690 -184
364 814 408
131 305 -166
196 693 -196
271 829 644
401 144 448
822 173 -672
790 871 -854
680 666 628
652 410 -239
882 23 -21
766 594 -946
439 307 898
233 615 -133
212 66 -383
348 709 -991
829 494 -608
402 430 280
543 660 965
108 38 426
599 644 -254
794 159 -690
663 188 -467
693 350 812
200 279 555
212 395 204
254 210 751
539 183 -39
412 499 -412
321 628 310
326 129 801
791 781 649
499 489 -342
343 532 945
765 601 -773
346 795 -528
631 105 9
710 552 -983
336 318 938
242 434 233
689 178 -803
115 577 -50
570 724 -33
195 658 841
267 26 628
615 859 904
623 466 -876
486 664 -253
529 432 -683
597 290 869
708 663 -358
838 188 -54
434 244 -231
377 50 137
296 306 -367
509 294 -899
349 471 -300
209 188 -644
373 354 501
343 542 954
199 126 57
676 211 830
536 741 -778
213 834 -407
591 650 -928
632 256 931
803 553 463
700 744 -280
426 835 100
679 3 -482
231 356 -670
804 539 518
82 687 -805
586 391 178
22 704 556
344 131 683
298 132 27
871 72 -724
18 653 -858
537 382 561
171 71 676
592 760 687
649 474 -290
136 394 -340
639 90 -437
304 107 513
468 309 -152
417 690 -773
262 261 -182
882 135 -269
813 628 -472
367 36 121
434 824 -87
851 279 -298
633 389 -513
421 868 217
619 510 624
349 217 866
166 413 936
255 125 -670
37 242 -647
144 762 693
332 166 914
49 784 336
55 773 -32
738 184 -17
235 814 190
769 77 573
432 159 -12
733 777 426
466 742 -721
680 677 -549
224 886 -259
372 650 208
740 219 -376
759 834 -894
457 728 219
316 380 -912
690 416 697
5 350 243
138 429 762
20 238 -730
98 781 -28
12 240 532
264 218 324
304 257 986
189 783 504
291 388 -232
393 13 -669
823 843 595
414 172 -784
112 101 184
134 453 -853
836 81 -106
812 338 776
887 316 -527
500 586 -336
690 81 378
59 419 555
535 814 882
420 800 643
815 250 -704
231 520 -735
714 167 -100
402 242 -120
576 423 -97
92 617 -791
193 882 700
490 651 -537
334 157 -759
239 812 262
368 874 -692
589 655 635
410 272 44
76 545 908
698 277 -203
687 206 -300
755 381 942
578 829 104
864 440 -880
687 253 748
349 318 -967
188 474 968
674 140 -849
654 285 -69
208 258 -283
456 14 846
229 282 -17
203 788 778
865 347 914
119 544 -665
78 525 998
392 513 764
162 549 -889
296 177 -7
257 252 -676
82 450 -85
772 196 -508
568 764 -577
213 606 -455
167 56 -820
321 207 -356
305 524 612
625 69 -995
507 299 68
596 406 514
519 289 -751
765 616 859
425 540 532
455 82 -2
667 7 -786
561 665 699
774 706 902
131 615 167
577 662 -203
619 151 -646
265 611 -342
542 55 408
558 17 -963
327 336 497
479 422 601
77 182 490
71 450 -562
370 6 506
302 858 698
580 390 -157
450 666 250
29 36 772
668 67 939
536 45 304
581 444 5
78 125 -370
807 817 -164
444 540 218
529 834 -644
883 426 361
566 17 413
399 322 218
848 465 290
352 721 793
830 167 361
473 62 -738
496 477 -989
693 95 -149
330 97 82
294 539 890
574 5 -601
594 287 822
84 683 -982
593 385 -85
797 562 -750
552 343 -93
340 289 280
321 817 -784
602 400 -749
532 824 -125
688 319 553
554 798 51
295 21 -820
853 479 213
403 861 965
216 463 962
502 577 -837
689 330 216
122 271 -800
367 773 186
247 98 327
54 28 789
506 47 -92
461 639 -751
559 585 718
275 324 206
131 66 100
225 90 -792
780 250 465
447 824 -427
551 543 145
166 341 -293
560 230 949
205 139 968
874 743 134
517 122 65
673 454 -329
678 53 -7
806 476 -661
393 648 -225
107 590 581
785 295 90
621 391 -49
183 147 416
839 632 47
757 552 -20
467 248 616
42 31 662
36 653 521
289 852 -543
38 806 502
443 229 -937
341 837 -738
206 133 679
409 322 -232
69 132 -931
233 801 684
223 703 -777
300 648 -762
135 210 -350
468 636 -915
809 441 695
737 540 -375
737 682 -10
794 706 -178
100 536 464
486 128 729
737 622 -589
843 82 -405
796 667 560
680 8 279
290 714 -233
562 781 560
357 19 762
740 458 330
775 704 -62
691 140 -817
548 222 568
62 777 -852
356 832 -297
725 366 314
777 719 -487
259 883 -259
704 287 101
780 415 -317
217 881 -311
506 350 426
677 295 461
631 858 710
652 534 366
59 818 548
216 605 752
216 61 -97
691 454 -932
153 389 -933
897 806
269 189 -275
328 573 848
284 204 959
820 57 -266
731 860 699
136 746 223
829 854 -13
884 185 -756
663 277 916
562 631 505
549 683 83
423 368 -983
870 442 -979
169 748 361
304 57 270
600 403 -594
486 577 -183
104 630 -54
173 104 -656
592 179 -454
224 256 919
322 211 -158
443 447 -295
816 360 -459
658 674 -182
326 33 -802
766 344 768
488 846 -607
372 407 315
317 504 -839
85 313 -919
666 842 -366
361 419 707
377 77 142
123 310 -540
4 658 -563
879 824 472
460 438 172
756 400 385
87 828 210
605 642 -339
289 541 922
740 722 -594
465 265 54
773 383 811
660 357 -348
878 191 107
657 889 98
722 559 634
209 161 -764
215 124 621
237 372 808
173 110 -759
337 607 -432
340 459 -147
788 87 473
251 284 761
466 232 593
846 312 -542
431 331 301
566 5 786
832 754 -987
573 465 -558
222 458 28
596 540 -496
885 73 449
101 862 -206
697 366 68
648 334 -410
444 450 571
34 696 728
327 452 -979
496 349 45
146 822 -953
849 394 -921
376 665 854
176 157 705
11 848 -562
392 209 -643
736 2 258
425 294 566
621 784 -578
366 229 983
837 687 -440
160 667 -494
415 795 -646
511 438 396
93 481 -56
854 335 -40
390 200 -87
166 334 -864
655 714 584
658 100 -796
583 727 -733
281 350 -194
397 494 997
492 479 -680
660 888 627
176 454 518
169 41 560
289 331 620
130 505 -370
742 514 113
525 601 -367
695 152 45
808 663 49
549 268 -785
710 442 -434
151 160 -131
220 405 405
359 285 858
817 424 -437
327 471 67
277 642 -588
400 220 968
218 451 870
108 627 667
757 157 79
36 820 -150
558 374 -589
534 80 694
727 208 -814
873 473 -11
874 130 -309
704 789 51
246 45 832
836 818 657
783 587 -657
257 535 -548
295 51 -479
688 264 652
556 202 515
454 828 -521
753 237 924
639 755 -743
481 48 -151
839 788 -112
292 421 -481
73 94 273
661 114 580
365 16 59
77 826 40
252 139 -215
25 697 -687
777 789 -525
530 802 707
619 805 -110
421 145 434
615 774 -154
541 185 774
452 591 289
335 458 787
317 170 847
162 484 -469
117 188 -573
741 496 -40
448 470 241
595 397 -655
286 377 795
12 652 -707
475 240 -218
167 447 694
844 469 -677
429 622 -614
585 300 -51
249 642 413
501 789 -742
565 399 -834
411 140 -957
385 648 55
745 303 -777
1 328 865
842 602 -16
11 469 445
433 846 281
878 475 -669
469 48 -818
692 155 222
124 98 -934
61 657 -397
163 301 151
346 843 912
680 334 -123
710 769 373
494 771 -835
166 659 867
453 27 817
666 834 -124
164 858 -895
176 327 580
691 512 -463
169 99 -89
877 793 -31
61 447 454
532 791 426
842 687 -162
640 583 620
445 289 938
30 67 -397
602 385 -873
197 611 -805
380 730 1000
203 8 -533
720 308 2
598 482 393
298 833 -356
99 82 580
469 346 -244
276 360 63
372 27 -619
113 95 -639
857 426 -750
81 817 -835
314 273 -11
502 872 -69
347 528 944
655 806 647
345 810 922
802 597 -557
477 597 942
178 242 -808
228 318 584
728 874 591
458 623 -397
714 504 820
606 316 -118
550 775 265
656 743 100
33 389 -676
98 760 125
852 32 341
388 718 -556
80 823 -246
305 505 -269
341 127 645
398 522 329
634 51 -456
172 62 704
466 284 -57
688 359 -118
197 24 723
105 97 -237
824 78 83
128 657 844
146 847 -548
812 354 573
311 487 7
589 273 582
565 885 -228
474 698 -609
312 186 720
711 616 212
84 788 586
149 365 597
307 892 -113
731 846 -332
875 460 -257
114 242 -439
17 351 250
17 535 -875
758 106 603
507 1 -682
653 396 -892
61 114 945
525 804 -127
511 688 -525
373 252 19
151 680 856
741 158 599
551 398 -438
880 397 466
548 146 209
529 331 -632
747 496 210
539 393 768
234 745 -774
608 451 259
804 346 -358
682 236 535
664 768 336
709 385 961
816 453 599
282 637 -285
201 318 668
217 662 -854
509 356 -666
597 490 -490
514 739 -156
773 33 803
85 555 738
516 339 -408
94 234 251
39 518 -538
436 772 -811
754 728 -700
620 356 -264
77 120 288
124 864 -416
672 813 -972
241 600 709
19 361 690
287 867 -977
683 407 604
889 732 -223
284 438 -789
718 86 26
98 839 -419
217 612 -597
845 825 217
181 717 241
615 545 -56
6 455 -422
795 314 15
43 602 694
180 296 111
580 367 -106
163 390 341
597 14 -354
319 892 -304
291 695 129
663 216 891
264 317 -222
201 523 114
497 540 -921
814 785 148
733 714 -487
556 342 -515
168 869 447
122 745 -268
35 723 -522
233 355 -830
620 400 -368
314 401 260
319 636 589
36 804 -841
186 856 -562
844 709 346
357 301 -333
93 414 10
772 511 -517
55 527 -290
859 539 -548
246 554 -778
19 808 -147
627 698 742
274 53 451
772 528 -222
4 541 386
855 3 473
211 869 -216
371 403 -156
